回數,名次,角色,點數,第一推,評論,支援作品,上回排名,前前回排名
20,64,赤蛮奇,1498,171,307,7,64,71
20,65,村紗 水蜜,1464,183,299,1,59,59
20,66,埴安神 袿姫,1458,148,296,7,58,51
20,67,神綺,1428,94,355,2,94,90
20,68,依神女苑,1423,123,302,3,76,68
20,69,因幡 てゐ,1404,101,267,4,67,67
20,70,吉弔 八千慧,1385,103,294,6,46,64
20,71,リグル・ナイトバグ,1323,234,352,6,87,81
20,72,本居 小鈴,1311,110,265,5,72,76
20,73,二ッ岩 マミゾウ,1294,126,294,2,75,78
20,74,八坂 神奈子,1287,131,302,6,76,79
20,75,永江 衣玖,1273,125,260,3,73,62
20,76,小野塚 小町,1210,101,251,2,88,77
20,77,森近 霖之助,1202,115,312,3,83,74
20,78,姫海棠 はたて,1166,98,239,4,84,80
20,79,リリーホワイト,1161,130,255,4,90,96
20,80,星熊 勇儀,1143,113,262,15,82,72
20,81,豫母都 日狭美,1131,78,218,1,52,
20,82,宇佐見 菫子,1116,124,199,2,80,65
20,83,庭渡 久侘歌,1089,105,242,5,79,63
20,84,今泉 影狼,1082,111,212,1,69,70
20,85,高麗野あうん,1075,73,272,3,93,95
20,86,蘇我 屠自古,1061,124,210,8,85,73
20,87,日白 残無,1013,95,161,1,68,
20,88,奥野田 美宵,1007,45,265,3,92,99
20,89,少名 針妙丸,962,108,195,5,91,82
20,90,ルナサ・プリズムリバー,874,92,177,3,89,84
20,91,レティ・ホワイトロック,844,110,213,6,106,101
20,92,宮古 芳香,825,94,205,6,97,86
20,93,メディスン・メランコリー,823,104,181,4,96,85
20,94,岡崎 夢美,802,84,170,2,103,100
20,95,堀川 雷鼓,787,93,165,1,99,88
20,96,綿月 依姫,786,80,173,2,97,91
20,97,天火人 ちやり,784,40,217,2,74,
20,98,姫虫 百々世,779,63,181,4,101,83
20,99,秋 穣子,765,71,179,5,100,92
20,100,驪駒 早鬼,754,46,176,3,81,93
20,101,秋 静葉,749,81,178,5,95,89
20,102,幻月,715,54,166,4,118,113
20,103,ルナチャイルド,705,60,165,6,111,110
20,104,わかさぎ姫,701,66,158,1,105,97
20,105,寅丸 星,691,92,159,2,104,98
20,106,スターサファイア,630,46,152,22,108,111
20,107,清蘭,599,45,138,4,102,116
20,108,黒谷 ヤマメ,590,52,123,3,112,102
20,109,杖刀偶 磨弓,585,48,111,4,107,94
20,110,孫 美天,582,18,150,0,78,
20,111,三頭 慧ノ子,570,14,146,3,71,
20,112,幽谷 響子,561,55,127,3,110,105
20,113,サニーミルク,555,35,139,6,121,121
20,114,蓬莱人形ジャケットイラストの娘,527,60,126,1,125,125
20,115,丁礼田舞,524,41,112,1,114,103
20,116,メルラン・プリズムリバー,513,37,126,1,113,109
20,117,アリスの人形（上海、蓬莱、大江戸 他）,508,9,130,0,117,115
20,118,宮出口瑞霊,507,38,164,8,136,138
20,119,綿月 豊姫,497,59,106,0,115,108
20,120,夢月,477,21,114,2,134,128
20,121,易者,464,37,144,1,119,104
20,122,エタニティラルバ,451,40,103,4,128,112
20,123,雲居 一輪,429,52,92,0,124,114
20,124,豪徳寺 ミケ,426,20,101,2,116,106
20,125,リリカ・プリズムリバー,423,37,96,3,119,119
20,126,C62サークルカットの娘,420,65,129,3,,
20,127,九十九 弁々,416,30,85,1,123,117
20,128,名無しの本読み妖怪,408,35,103,1,122,118
20,129,爾子田里乃,383,20,72,2,126,107
20,130,カナ・アナベラル,358,27,88,1,130,127
20,131,レイセン,340,25,85,1,127,125
20,132,鈴瑚,333,30,80,1,129,120
20,133,サリエル,310,30,66,1,132,129
20,134,矢田寺成美,282,21,67,4,131,124
20,135,夢子,281,11,81,2,133,132
20,136,九十九 八橋,272,35,72,3,135,130
20,137,山城 たかね,264,37,59,1,139,122
20,138,キスメ,242,16,43,0,137,131
20,139,戎 瓔花,235,16,67,7,143,134
20,139,影華扇（断善修悪の怪腕 - 茨木童子の腕）,235,8,70,3,151,152
20,141,駒草 山如,227,11,68,3,109,143
20,142,明羅,217,58,64,6,155,159
20,143,玉造 魅須丸,206,11,61,2,140,123
20,144,エリー,204,21,56,0,154,151
20,145,北白河 ちゆり,203,13,41,0,142,139
20,146,くるみ,194,19,49,1,140,135
20,147,マイ,193,11,48,0,157,147
20,148,魂魄 妖忌,191,7,54,0,143,136
20,149,蓬莱人形レーベルイラストの娘,189,2,49,1,158,157
20,150,エレン,188,17,49,2,146,150
20,151,抗鬱薬おじさん,185,9,41,0,137,133
20,152,牛崎 潤美,178,20,50,18,147,140
20,153,坂田ネムノ,175,7,54,5,148,142
20,154,小兎姫,171,17,48,2,149,141
20,155,コンガラ,161,16,44,4,150,144
20,156,ユキ,140,10,45,0,162,153
20,157,エリス,139,10,30,3,145,148
20,158,雲山,138,8,43,0,156,146
20,159,毛玉,135,3,34,0,152,145
20,160,レイラ・プリズムリバー,131,10,37,1,160,158
20,161,里香,130,12,34,0,163,156
20,162,大ナマズ,122,4,40,1,159,154
20,163,カワウソ霊,119,2,39,1,153,148
20,164,るーこと,117,12,37,0,161,155
20,165,ユウゲンマガン,115,9,39,1,170,165
20,166,玄爺,110,5,33,0,167,168
20,167,UFO（赤・青・緑、その他）,101,5,31,0,165,162
20,168,朝倉 理香子,96,2,31,0,164,160
20,169,ルイズ,87,7,21,1,168,137
20,170,シンギョク,86,9,29,3,174,166
20,171,妖精（メイド妖精・ひまわり妖精 他）,85,4,22,0,166,175
20,172,核熱造神ヒソウテンソク,83,6,21,0,168,161
20,173,オレンジ,78,6,27,0,178,173
20,173,カラス（地獄鴉、紫・文の使い魔 他）,78,2,14,0,175,169
20,175,ミミちゃん,75,2,20,0,172,171
20,176,嫦娥,65,5,30,0,179,172
20,177,ツチノコ,64,3,23,0,177,166
20,177,チュパカブラ,64,2,16,0,176,179
20,179,なめえもん,60,3,26,0,180,163
20,180,鯢呑亭の常連,58,1,25,0,181,
20,181,サラ,54,5,14,1,170,181
20,182,旧作名無し中ボス,51,4,20,0,173,163
20,183,兎（玉兎、永遠亭の妖怪兎 他）,50,1,16,0,187,181
20,184,キクリ,49,1,16,1,183,176
20,185,狐（妖怪狐、狐の子他）,46,2,15,0,188,187
20,186,河童（山童含む）,40,1,7,0,185,180
20,187,天狗（香霖堂の天狗、大天狗 他）,38,1,6,0,206,191
20,188,華扇の動物（久米、竿打、雷獣、彭祖、人面犬 他）,35,1,7,0,182,178
20,189,龍（子龍、邪龍 他）,34,0,15,0,191,185
20,190,オオカミ霊,33,0,12,0,183,177
20,190,オオワシ霊,33,1,9,0,185,183
20,192,ホフゴブリン,32,3,7,0,190,191
20,193,神降ろしの神霊（天照、伊豆能売 他）,28,1,3,0,204,194
20,194,里の人間（文花帖、求聞史紀、鈴奈庵などで登場した人間）,27,0,9,0,189,183
20,195,岩笠,26,1,9,0,201,187
20,196,命蓮,24,0,4,0,198,193
20,197,万歳楽,23,3,10,0,195,190
20,197,ケセランパサラン,23,0,7,0,201,186
20,199,水江浦島子,20,2,7,0,216,206
20,199,幽霊（怨霊、神霊、化け化け含む）,20,1,7,0,193,200
20,199,ライカ,20,2,11,0,191,
20,202,木花咲耶姫,19,2,3,0,196,195
20,203,座敷童,18,2,5,0,207,208
20,203,都市伝説の怪異（お菊さん、八尺さま 他）,18,0,5,0,194,174
20,205,鯢呑亭の店主,15,0,6,0,197,
20,206,酒虫,14,1,2,0,198,189
20,206,小鈴の両親,14,0,7,0,198,205
20,208,月の都の門番,13,2,5,0,207,202
20,209,仙台四郎（福の神）,12,0,3,0,207,197
20,210,運松,11,1,3,0,211,204
20,211,毘沙門天,10,0,0,0,212,195
20,211,ヤマネ,10,1,0,0,212,170
20,211,ウワバミ,10,0,3,0,201,198
20,214,狸（化け狸、野鉄砲他）,9,1,1,0,207,198
20,215,煙々羅,8,0,3,0,214,207
20,216,塩屋敷の旦那,6,0,2,0,205,201
20,217,沓頬,5,0,1,0,214,202
