回數,名次,角色,點數,第一推,評論,支援作品,上回排名,前前回排名
19,44,摩多羅隠岐奈,2428,286,499,11,43.0,42.0
19,45,鍵山 雛,2358,320,479,6,42.0,45.0
19,46,吉弔 八千慧,2150,171,465,6,64.0,58.0
19,47,菅牧 典,1993,132,429,7,57.0,55.0
19,48,ナズーリン,1984,300,387,10,49.0,63.0
19,49,聖 白蓮,1983,213,326,5,47.0,47.0
19,50,橙,1946,192,443,14,56.0,61.0
19,51,封獣 ぬえ,1940,206,365,5,44.0,43.0
19,52,豫母都日狭美,1907,102,500,6,,
19,53,八意 永琳,1829,145,378,4,46.0,48.0
19,54,マエリベリー・ハーン,1762,120,317,6,60.0,54.0
19,55,上白沢 慧音,1709,180,303,5,55.0,53.0
19,56,ドレミー・スイート,1651,169,331,2,50.0,50.0
19,57,小悪魔,1628,140,329,3,54.0,67.0
19,58,埴安神 袿姫,1605,169,316,3,51.0,46.0
19,59,村紗 水蜜,1590,212,295,1,59.0,51.0
19,60,霍 青娥,1531,131,296,4,58.0,59.0
19,61,大妖精,1517,126,301,6,66.0,60.0
19,62,クラウンピース,1509,116,279,3,48.0,52.0
19,63,ミスティア・ローレライ,1501,204,292,8,69.0,71.0
19,64,天弓 千亦,1456,127,316,5,52.0,44.0
19,65,赤蛮奇,1454,192,289,5,71.0,64.0
19,66,飯綱丸 龍,1444,132,337,5,61.0,57.0
19,67,因幡 てゐ,1414,119,254,2,67.0,64.0
19,68,日白残無,1403,67,278,6,,
19,69,今泉 影狼,1365,131,258,9,70.0,66.0
19,70,魅魔,1355,128,351,3,75.0,82.0
19,71,三頭慧ノ子,1348,47,379,7,,
19,72,本居 小鈴,1330,114,225,8,76.0,69.0
19,73,永江 衣玖,1324,139,257,5,62.0,76.0
19,74,天火人ちやり,1310,70,390,4,,
19,75,二ッ岩 マミゾウ,1302,109,242,3,78.0,81.0
19,76,八坂 神奈子,1287,118,263,3,79.0,78.0
19,76,依神女苑,1287,119,267,6,68.0,80.0
19,78,孫美天,1269,55,321,2,,
19,79,庭渡 久侘歌,1255,129,265,3,63.0,68.0
19,80,宇佐見 菫子,1213,127,220,5,65.0,56.0
19,81,驪駒 早鬼,1198,66,273,3,93.0,88.0
19,82,星熊 勇儀,1194,138,247,0,72.0,69.0
19,83,森近 霖之助,1173,101,276,3,74.0,79.0
19,84,姫海棠 はたて,1145,96,195,4,80.0,74.0
19,85,蘇我 屠自古,1140,120,234,1,73.0,74.0
19,86,稗田 阿求,1112,109,216,5,87.0,83.0
19,87,リグル・ナイトバグ,1108,199,256,10,81.0,85.0
19,88,小野塚 小町,1105,91,195,4,77.0,72.0
19,89,ルナサ・プリズムリバー,1060,132,206,5,84.0,84.0
19,90,リリーホワイト,981,119,222,2,96.0,91.0
19,91,少名 針妙丸,975,105,185,6,82.0,73.0
19,92,奥野田 美宵,966,48,214,2,99.0,92.0
19,93,高麗野あうん,962,64,198,3,95.0,96.0
19,94,神綺,903,50,174,3,90.0,98.0
19,95,秋 静葉,873,83,187,6,89.0,93.0
19,96,メディスン・メランコリー,866,86,149,3,85.0,95.0
19,97,宮古 芳香,853,91,179,2,86.0,87.0
19,97,綿月 依姫,853,70,187,1,91.0,90.0
19,99,堀川 雷鼓,840,90,172,2,88.0,86.0
19,100,秋 穣子,811,57,171,5,92.0,94.0
19,101,姫虫 百々世,805,64,177,5,83.0,62.0
19,102,清蘭,767,55,177,5,116.0,108.0
19,102,岡崎 夢美,767,77,150,1,100.0,101.0
19,104,寅丸 星,746,81,172,4,98.0,99.0
19,105,わかさぎ姫,692,74,153,2,97.0,97.0
19,106,レティ・ホワイトロック,689,83,154,4,101.0,103.0
19,107,杖刀偶 磨弓,639,60,132,2,94.0,77.0
19,108,スターサファイア,624,71,141,25,111.0,114.0
19,109,駒草 山如,615,216,245,1,143.0,138.0
19,110,幽谷 響子,606,64,114,1,105.0,102.0
19,111,ルナチャイルド,604,45,103,2,110.0,110.0
19,112,黒谷 ヤマメ,576,61,114,4,102.0,104.0
19,113,メルラン・プリズムリバー,559,41,129,6,109.0,111.0
19,114,丁礼田舞,530,52,100,5,103.0,100.0
19,115,綿月 豊姫,522,52,99,2,108.0,107.0
19,116,豪徳寺 ミケ,505,22,106,1,106.0,89.0
19,117,アリスの人形（上海、蓬莱、大江戸 他）,476,16,123,0,115.0,116.0
19,118,幻月,472,35,105,6,113.0,113.0
19,118,易者,472,40,133,2,104.0,109.0
19,120,リリカ・プリズムリバー,471,34,95,4,119.0,117.0
19,121,サニーミルク,465,34,79,5,121.0,120.0
19,122,名無しの本読み妖怪,448,49,101,3,118.0,118.0
19,123,九十九 弁々,439,39,87,4,117.0,115.0
19,124,雲居 一輪,438,58,77,1,114.0,112.0
19,125,爾子田里乃,398,14,69,3,107.0,105.0
19,126,蓬莱人形ジャケットイラストの娘,396,47,89,3,125.0,128.0
19,127,レイセン,389,31,81,0,125.0,123.0
19,128,エタニティラルバ,383,25,88,1,112.0,121.0
19,129,鈴瑚,361,21,87,2,120.0,122.0
19,130,カナ・アナベラル,322,27,82,4,127.0,126.0
19,131,矢田寺成美,303,17,65,2,124.0,125.0
19,132,サリエル,299,26,60,3,129.0,133.0
19,133,夢子,288,9,59,2,132.0,129.0
19,134,夢月,267,16,67,0,128.0,127.0
19,135,九十九 八橋,254,24,58,3,130.0,124.0
19,136,宮出口瑞霊,249,16,77,4,138.0,
19,137,キスメ,239,29,48,0,131.0,137.0
19,137,抗鬱薬おじさん,239,10,64,0,133.0,130.0
19,139,山城 たかね,237,22,43,1,122.0,119.0
19,140,くるみ,230,23,55,1,135.0,131.0
19,140,玉造 魅須丸,230,12,58,0,123.0,106.0
19,142,北白河 ちゆり,216,17,57,2,139.0,135.0
19,143,戎 瓔花,215,17,50,0,134.0,143.0
19,143,魂魄 妖忌,215,7,49,0,136.0,132.0
19,145,エリス,191,20,40,2,148.0,144.0
19,146,エレン,179,16,39,6,150.0,141.0
19,147,牛崎 潤美,176,14,35,3,140.0,136.0
19,148,坂田ネムノ,174,11,46,0,142.0,134.0
19,149,小兎姫,172,23,36,1,141.0,153.0
19,150,コンガラ,167,17,46,1,144.0,142.0
19,151,影華扇（断善修悪の怪腕 - 茨木童子の腕）,166,0,38,4,152.0,149.0
19,152,毛玉,164,8,40,0,145.0,139.0
19,153,カワウソ霊,163,4,49,1,148.0,148.0
19,154,エリー,158,15,36,0,151.0,146.0
19,155,明羅,154,28,36,1,159.0,157.0
19,156,雲山,149,6,42,0,146.0,139.0
19,157,マイ,147,12,36,3,147.0,145.0
19,158,大ナマズ,125,18,33,0,154.0,150.0
19,158,蓬莱人形レーベルイラストの娘,125,1,36,3,157.0,154.0
19,160,レイラ・プリズムリバー,121,11,34,1,158.0,158.0
19,161,るーこと,119,8,29,0,155.0,151.0
19,162,ユキ,117,9,34,2,153.0,146.0
19,163,里香,109,14,25,5,156.0,155.0
19,164,朝倉 理香子,95,6,25,0,160.0,161.0
19,165,UFO（赤・青・緑、その他）,92,3,34,0,162.0,152.0
19,166,妖精（メイド妖精・ひまわり妖精 他）,86,4,30,2,175.0,159.0
19,167,玄爺,81,6,20,0,168.0,160.0
19,168,ルイズ,77,8,15,1,137.0,165.0
19,168,核熱造神ヒソウテンソク,77,7,21,0,161.0,162.0
19,170,ユウゲンマガン,75,4,23,0,165.0,162.0
19,170,サラ,75,6,21,1,181.0,174.0
19,172,ミミちゃん,71,3,20,0,171.0,169.0
19,173,旧作名無し中ボス,70,3,21,1,163.0,156.0
19,174,シンギョク,69,9,26,1,166.0,166.0
19,175,カラス（地獄鴉、紫・文の使い魔 他）,61,4,11,0,169.0,173.0
19,176,チュパカブラ,58,2,16,0,179.0,171.0
19,177,ツチノコ,57,1,10,0,166.0,168.0
19,178,オレンジ,55,3,15,0,173.0,166.0
19,179,嫦娥,53,4,15,0,172.0,164.0
19,180,なめえもん,51,2,19,0,163.0,170.0
19,181,鯢呑亭の常連,50,2,24,0,,
19,182,華扇の動物（久米、竿打、雷獣、彭祖、人面犬 他）,49,0,9,0,178.0,176.0
19,183,オオカミ霊,48,1,15,0,177.0,176.0
